id;geopoint;country;landslide;fatalities;injuries;trigger;admin;sourcename;date;population;near
5119;11.4991, 76.4949;India;Landslide;0;0;Downpour;Tamil Nadu;timesofindia.indiatimes.com;2013-06-25T09:00:00+02:00;11674;Naduvattam
5120;44.1799, 18.6599;Bosnia and Herzegovina;Landslide;0;0;Rain;Federation of Bosnia and Herzegovina;;2010-01-08T09:00:00+01:00;6783;Kladanj
5121;3.0977, 101.6588;Malaysia;Landslide;0;0;Downpour;Kuala Lumpur;;2011-01-06T09:00:00+01:00;1453975;Kuala Lumpur
5122;25.6947, 94.0587;India;Landslide;0;0;Downpour;N?g?land;;2010-08-20T09:00:00+02:00;92113;Kohima
5123;38.8946, 121.6631;China;Landslide;6;0;Rain;Liaoning;www.chinadaily.com.cn;2013-07-28T09:00:00+02:00;2035307;Dalian
5124;22.3682, 114.0519;China;Landslide;2;0;Rain;Tsuen Wan;;2008-06-07T09:00:00+02:00;288728;Tsuen Wan
5125;29.36, 80.126;India;Landslide;0;0;Downpour;Uttarakhand;;2010-07-20T09:00:00+02:00;4668;Champawat
5126;47.9435, -122.3082;United States;Mudslide;0;0;unknown;Washington;kirotv.com;2014-03-08T09:00:00+01:00;20254;Mukilteo
5127;51.0934, -3.0193;United Kingdom;Mudslide;0;0;Rain;England;;2012-11-28T09:00:00+01:00;3210;North Petherton
5128;10.0, -84.1167;Costa Rica;Landslide;0;0;Rain;Heredia;ticotimes.net;2007-09-09T09:00:00+02:00;21947;Heredia
5129;30.1454, 78.6007;India;Landslide;0;0;Downpour;Uttarakhand;;2010-09-18T09:00:00+02:00;2130;Devapray?g
5130;50.5848, -3.4585;United Kingdom;Landslide;0;0;Downpour;England;Western Morning News;2014-02-04T09:00:00+01:00;10676;Dawlish
5131;-6.9197, 106.9272;Indonesia;Landslide;0;0;Continuous_rain;West Java;AntaraNews.com;2014-01-11T09:00:00+01:00;276414;Sukabumi
5132;35.6194, -82.3219;United States;Mudslide;1;0;Rain;North Carolina;www.wsls.com;2013-05-06T09:00:00+02:00;7848;Black Mountain
5133;47.9459, -122.3039;United States;Mudslide;0;0;Downpour;Washington;kirotv.com;2014-01-12T09:00:00+01:00;20254;Mukilteo
5134;8.8604, 124.7893;Philippines;Landslide;0;0;Tropical_Cyclone;Northern Mindanao;;2009-11-24T09:00:00+01:00;6428;Salay
5135;54.4874, -0.6136;United Kingdom;Landslide;0;0;Rain;England;;2012-11-27T09:00:00+01:00;13897;Whitby
5136;-13.4547, -72.2556;Peru;Mudslide;0;0;Downpour;Cusco;;2010-02-09T09:00:00+01:00;0;Zurite
5137;-43.5611, 170.1796;New Zealand;Complex;0;0;No_Apparent_trigger;Canterbury;The January 2013 Mt Haast Rock Avalance and Ball Ridge Rock Fall in Aoraki/Mt Cook National Park;2013-01-21T09:00:00+01:00;1187;Pleasant Point
5138;30.0315, 101.0144;China;Mudslide;0;0;Downpour;Sichuan;;2011-07-13T09:00:00+02:00;0;Gaocheng
5139;38.9749, -110.15;United States;Landslide;0;0;Rain;Utah;;2008-08-08T09:00:00+02:00;1270;East Carbon City
5140;25.3433, 92.2897;India;Landslide;0;0;Downpour;Megh?laya;;2010-05-11T09:00:00+02:00;132842;Shillong
5141;24.8961, 93.4957;India;Mudslide;0;0;Downpour;Manipur;;2010-08-19T09:00:00+02:00;223523;Imphal
5142;28.4333, 83.1202;Nepal;Landslide;1;0;Continuous_rain;Western Region;eKantipur;2014-08-23T09:00:00+02:00;0;Py??th?n
5143;27.4167, 86.6667;Nepal;Landslide;14;0;Monsoon;Eastern Region;;2009-09-01T09:00:00+02:00;2324;Namche Bazar
5144;27.7649, 87.199;Nepal;Landslide;0;0;Rain;Eastern Region;;2008-09-02T09:00:00+02:00;8767;Lobujya
5145;-4.3333, 137.0;Indonesia;Landslide;1;0;Rain;Papua;;2009-12-14T09:00:00+01:00;0;Mapurujaya
5146;46.6521, -121.2355;United States;Mudslide;0;0;Downpour;Washington;;2010-07-28T09:00:00+02:00;1191;Tieton
5147;29.3833, 81.3167;Nepal;Landslide;4;0;Downpour;Far Western;;2008-08-29T09:00:00+02:00;0;Achh?m
5148;0.2318, 109.1318;Indonesia;Complex;0;0;Rain;West Kalimantan;;2010-07-05T09:00:00+02:00;455173;Pontianak
5149;1.3, 35.6167;Kenya;Mudslide;14;0;Downpour;Elegeyo-Marakwet;;2008-11-09T09:00:00+01:00;9152;Kapsowar
5150;35.6562, 74.9448;Pakistan;Complex;0;0;Downpour;Gilgit-Baltistan;;2011-04-17T09:00:00+02:00;0;??dg?h
5151;18.3297, 82.9565;India;Debris_Flow;5;0;Tropical_Cyclone;Andhra Pradesh;Deccan Chronicle;2014-10-12T09:00:00+02:00;50206;S?l??r
5152;38.2114, -118.8782;United States;Mudslide;0;0;Downpour;California;KOLO8 TV;2014-07-15T09:00:00+02:00;575;Bridgeport
5153;31.3161, 103.8764;China;Mudslide;0;0;Downpour;Sichuan;;2012-08-18T09:00:00+02:00;0;Jiannan
5154;48.5191, -121.7073;United States;Mudslide;0;0;Continuous_Rain;Washington;The Seattle Times;2014-03-06T09:00:00+01:00;1347;Darrington
5155;40.3398, -112.5716;United States;Mudslide;0;0;Downpour;Utah;;2011-05-22T09:00:00+02:00;8893;Grantsville
5156;1.2951, 110.2716;United States;Landslide;0;0;Downpour;Sarawak;The Borneo Post;2011-02-27T09:00:00+01:00;570407;Kuching
5157;9.3825, 98.7612;Thailand;Landslide;0;0;Downpour;Surat Thani;;2011-03-27T09:00:00+02:00;0;Wiphawadi
5158;30.1818, 81.4392;Nepal;Snow_Avalanche;0;0;Unknown;Mid Western;ICIMOD;2015-03-03T09:00:00+01:00;5026;Burang
5159;39.0718, -107.1928;United States;Mudslide;0;0;Downpour;Colorado;www.weather.com;2013-07-18T09:00:00+02:00;2826;Snowmass Village
5160;31.2574, 103.6019;China;Landslide;0;0;Rain;Sichuan;;2011-07-01T09:00:00+02:00;0;Weizhou
5161;27.6041, 84.8603;Nepal;Landslide;1;0;Downpour;Central Region;;2010-08-23T09:00:00+02:00;84775;Hitura
5162;23.4715, 120.6976;Taiwan;Landslide;0;0;Tropical_Cyclone;Taiwan;China Post.com;2007-08-19T09:00:00+02:00;0;Jiayi Shi
5163;-23.0085, -43.527;Brazil;Landslide;0;0;Downpour;Rio de Janeiro;;2010-04-06T09:00:00+02:00;147281;Nil??polis
5164;39.1808, -107.2396;United States;Mudslide;0;0;Downpour;Colorado;www.weather.com;2013-07-18T09:00:00+02:00;6427;Carbondale
5165;22.0, 92.3333;Bangladesh;Landslide;4;0;Downpour;Chittagong;;2010-06-15T09:00:00+02:00;32523;B?ndarban
5166;34.2256, 73.673;Pakistan;Landslide;0;0;Downpour;Azad Kashmir;;2011-02-07T09:00:00+01:00;725000;Muzaffar?b?d
5167;39.191, -107.2774;United States;Mudslide;0;0;Downpour;Colorado;;2010-08-19T09:00:00+02:00;6427;Carbondale
5168;39.1883, -107.2341;United States;Mudslide;0;0;Rain;Colorado;;2010-07-31T09:00:00+02:00;6427;Carbondale
5169;-7.28, 110.141;Indonesia;Landslide;21;0;Rain;Central Java;BBC News;2007-02-19T09:00:00+01:00;111461;Magelang
5170;37.6322, -82.0927;United States;Mudslide;0;0;Rain;West Virginia;WOWK;2015-03-04T09:00:00+01:00;3191;Williamson
5171;15.598, 107.8584;Vietnam;Landslide;7;0;Tropical_Cyclone;Qu???ng Nam;;2009-09-29T09:00:00+02:00;0;Tha??nh My?
5172;28.4763, 83.5309;Nepal;Landslide;0;0;Downpour;Western Region;;2010-07-26T09:00:00+02:00;2860;Chitre
5173;-19.6528, -40.8424;Brazil;Landslide;0;0;Rain;Esp??rito Santo;portalguandu.com.br;2013-12-21T09:00:00+01:00;8201;Itagua??u
5174;5.031, 115.0668;Brunei;Landslide;2;0;Downpour;Brunei and Muara;;2009-01-22T09:00:00+01:00;64409;Bandar Seri Begawan
5175;30.8987, 78.3399;India;Landslide;0;0;Downpour;Uttarakhand;;2010-09-04T09:00:00+02:00;7725;Barkot
5176;14.9489, 108.3564;Vietnam;Landslide;0;0;Tropical_Cyclone;Qu???ng Ng??i;english.vietnamnet.vn;2013-11-13T09:00:00+01:00;0;S??n H??
5177;48.3815, -116.3517;United States;Mudslide;0;0;Downpour;Idaho;;2012-03-30T09:00:00+02:00;1137;Ponderay
5178;20.8486, 92.4504;Myanmar (Burma);Mudslide;0;0;Downpour;Rakhine;;2010-05-24T09:00:00+02:00;40557;Tekn?f
5179;37.7939, -82.3635;United States;Mudslide;0;0;Downpour;West Virginia;;2010-05-03T09:00:00+02:00;3191;Williamson
5180;29.5477, 79.3211;India;Landslide;0;0;Downpour;Uttarakhand;;2010-09-19T09:00:00+02:00;19873;R?n??khet
5181;38.5313, -118.4526;United States;Mudslide;0;0;Rain;Nevada;KOLO;2014-08-07T09:00:00+02:00;3269;Hawthorne
5182;7.4237, 80.6104;Sri Lanka;Landslide;0;0;Downpour;Central;;2010-11-26T09:00:00+01:00;111701;Kandy
5183;33.3, -116.9135;United States;Debris_Flow;0;0;Rain;California;;2008-11-26T09:00:00+01:00;9277;Valley Center
5184;26.9435, 88.4445;India;Landslide;0;0;Downpour;Bengal;;2010-08-17T09:00:00+02:00;43000;K?limpang
5185;39.4402, -111.0337;United States;Mudslide;0;0;Downpour;Utah;www.sunad.com;2013-09-02T09:00:00+02:00;2129;Huntington
5186;34.0615, -118.9774;United States;Debris_Flow;0;0;Rain;California;SFGate;2014-12-12T09:00:00+01:00;3249;Casa Conejo
5187;30.6539, 78.3366;India;Landslide;0;0;Rain;Uttarakhand;www.business-standard.com;2013-07-26T09:00:00+02:00;17123;Uttark?shi
5188;27.3702, 88.7334;India;Landslide;0;0;Downpour;Sikkim;;2010-09-04T09:00:00+02:00;30700;Gangtok
5189;43.1674, -91.1351;United States;Landslide;0;0;Rain;Wisconsin;www.wxow.com;2013-06-24T09:00:00+02:00;5911;Prairie du Chien
5190;46.11, -122.893;United States;Landslide;0;0;Rain;Oregon;;2009-01-07T09:00:00+01:00;1895;Rainier
5191;13.6466, -88.8347;El Salvador;Mudslide;0;0;Tropical_Cyclone;San Vicente;;2009-11-08T09:00:00+01:00;41504;San Vicente
5192;50.7043, -3.0706;United Kingdom;Landslide;0;0;unknown;England;ITV West Country;2014-02-10T09:00:00+01:00;1878;Colyton
5193;40.1909, -80.6687;United States;Mudslide;0;0;Downpour;Ohio;;2011-04-16T09:00:00+02:00;1372;Tiltonsville
5194;16.8336, 121.1151;Philippines;Landslide;0;0;Tropical_Cyclone;Cordillera Administrative Region;;2010-10-18T09:00:00+02:00;6819;Lagawe
5195;43.3181, -123.0611;United States;Landslide;0;0;Rain;Oregon;;2012-01-19T09:00:00+01:00;1795;Glide
5196;47.9128, -122.3197;United States;Landslide;0;0;Rain;Washington;;2012-12-17T09:00:00+01:00;20254;Mukilteo
5197;44.0493, 10.1432;Italy;Mudslide;3;0;Downpour;Tuscany;;2010-10-31T08:00:00+01:00;10023;Montignoso
5198;10.2863, 123.8533;Philippines;Mudslide;0;0;Downpour;;;2010-10-10T09:00:00+02:00;3232;Calero
5199;-22.9149, -43.1109;Brazil;Landslide;0;0;Downpour;Rio de Janeiro;;2010-04-06T09:00:00+02:00;456456;Niter??i
5200;6.9734, 81.0836;Sri Lanka;Landslide;0;0;Continuous_rain;Uva;;2011-02-14T09:00:00+01:00;47587;Badulla
5201;40.9647, -72.9684;United States;Mudslide;0;0;Downpour;New York;;2010-03-30T09:00:00+02:00;7612;Sound Beach
5202;41.0752, -74.5894;United States;Mudslide;0;0;Downpour;New Jersey;;2010-03-14T09:00:00+01:00;2410;Ogdensburg
5203;39.4738, 141.9488;Japan;Landslide;0;0;Tropical_Cyclone;Iwate;;2011-09-21T09:00:00+02:00;20144;Yamada
5204;15.9841, 120.2016;Philippines;Landslide;0;0;Rain;Ilocos;;2011-08-09T09:00:00+02:00;2834;Polong
5205;-40.1119, 176.257;New Zealand;Landslide;0;0;Downpour;Manawatu-Wanganui;livenews.co.nz;2013-07-14T09:00:00+02:00;75996;Palmerston North
5206;48.7195, -113.7188;United States;Landslide;0;0;Downpour;Montana;;2012-07-17T09:00:00+02:00;4688;Columbia Falls
5207;-39.0468, 146.3552;Australia;Landslide;0;0;Downpour;Victoria;;2011-03-22T08:00:00+01:00;5985;North Wonthaggi
5208;3.9081, 33.8306;Uganda;Mudslide;7;0;Downpour;Northern Region;;2011-08-10T09:00:00+02:00;0;Kaabong
5209;28.6792, 82.6789;Nepal;Landslide;0;0;Downpour;Mid Western;Disaster Report;2014-08-10T09:00:00+02:00;5427;Besisahar
5210;50.4335, -127.4846;Canada;Mudslide;0;0;Downpour;British Columbia;;2010-09-24T09:00:00+02:00;33430;Campbell River
5211;26.6582, 107.9327;China;Landslide;5;0;Rain;Guizhou Sheng;www.china.org.cn;2013-02-18T09:00:00+01:00;91136;Duyun
5212;27.9639, 84.8981;Nepal;Landslide;0;2;Continuous_rain;Central Region;Republica;2014-07-18T09:00:00+02:00;44632;Kirtipur
5213;34.3951, 75.6233;India;Landslide;0;0;Downpour;Kashmir;;2010-05-17T09:00:00+02:00;13838;Kargil
5214;47.5147, -123.0597;United States;Mudslide;0;0;Downpour;Washington;;2011-03-14T08:00:00+01:00;3931;Belfair
5215;29.8901, 95.5728;China;Mudslide;0;0;Downpour;Tibet Autonomous Region;www.upi.com;2013-07-06T09:00:00+02:00;0;Zhamog
5216;19.162, 73.6873;India;Mudslide;151;0;Continuous_rain;Maharashtra;DNA India;2014-07-30T09:00:00+02:00;25997;Junnar
5217;30.6639, 78.0574;India;Landslide;0;0;Rain;Uttarakhand;zeenews.india.com;2013-08-18T09:00:00+02:00;3348;Chakr?ta
5218;47.3927, -123.1452;United States;Landslide;0;0;Rain;Washington;;2012-02-05T09:00:00+01:00;9834;Shelton
5219;-41.3874, 172.8235;New Zealand;Landslide;0;0;Downpour;Tasman;;2010-05-16T09:00:00+02:00;1663;Wakefield
5220;12.8836, 120.9877;Philippines;Landslide;0;0;Rain;Mimaropa;;2011-08-04T09:00:00+02:00;2402;Tuban
5221;33.577, 74.1872;India;Landslide;0;0;Downpour;Kashmir;;2011-02-13T09:00:00+01:00;3857;Thanna Mandi
5222;-3.644, 126.6609;Indonesia;Mudslide;18;0;Rain;Maluku;;2010-07-24T09:00:00+02:00;0;Leksula
5223;27.8143, 85.8315;Nepal;Landslide;0;0;Downpour;;;2010-09-06T09:00:00+02:00;1600;Kod?ri
5224;17.5541, 121.2368;Philippines;Landslide;0;0;Tropical_Cyclone;Cordillera Administrative Region;;2010-10-18T09:00:00+02:00;2195;Balbalan
5225;16.0309, 121.9912;Philippines;Landslide;4;0;Downpour;Central Luzon;newsinfo.inquirer.net;2013-12-11T09:00:00+01:00;0;Dinalongan
5226;33.4685, -117.001;United States;Mudslide;0;0;Downpour;California;;2010-01-21T09:00:00+01:00;1128;Aguanga
5227;46.79, -120.8718;United States;Mudslide;0;0;Downpour;Washington;;2012-04-27T09:00:00+02:00;1191;Tieton
5228;26.0838, 94.564;India;Landslide;0;0;Rain;N?g?land;www.nagalandpost.com;2013-08-04T09:00:00+02:00;29499;Zunheboto
5229;-39.6412, 177.0065;New Zealand;Landslide;0;0;Downpour;Hawke's Bay;;2011-04-26T09:00:00+02:00;61696;Hastings
5230;28.3536, 82.3997;Nepal;Landslide;0;0;Downpour;;www.thehimalayantimes.com;2013-06-29T09:00:00+02:00;5427;Besisahar
5231;7.2022, -72.9835;Colombia;Mudslide;2;0;Downpour;Santander;;2011-12-07T09:00:00+01:00;1310;Los Santos
5232;10.3789, 123.8514;Philippines;Landslide;0;0;Tropical_Cyclone;Central Visayas;Inquirer.net;2007-11-20T09:00:00+01:00;798634;Cebu City
5233;38.2213, -81.4467;United States;Landslide;0;0;Downpour;West Virginia;www.wvgazette.com;2013-07-25T09:00:00+02:00;1554;Chesapeake
5234;6.5046, -75.3081;Colombia;Landslide;2;1;Unknown;Antioquia;bluradio;2014-11-14T09:00:00+01:00;16707;Barbosa
5235;8.6117, -83.1;Costa Rica;Landslide;0;0;Tropical_Cyclone;Puntarenas;;2010-11-04T08:00:00+01:00;6777;Golfito
5236;38.7144, 48.468;Azerbaijan;Landslide;0;0;Unknown;Lerik;apa;2014-12-02T09:00:00+01:00;7094;Lerik
5237;-13.3219, -72.2308;Peru;Mudslide;0;0;Rain;Cusco;;2010-07-02T09:00:00+02:00;2000;Ollantaytambo
5238;6.3704, -75.4408;Colombia;Landslide;2;0;Downpour;Antioquia;;2011-04-22T09:00:00+02:00;49169;Municipio de Copacabana
5239;54.6801, 13.435;Germany;Landslide;1;0;Continuous_rain;Mecklenburg-Vorpommern;;2011-12-26T09:00:00+01:00;1138;Altenkirchen
5240;16.9215, 73.5929;India;Mudslide;0;0;Downpour;Maharashtra;;2010-07-24T09:00:00+02:00;13121;L?nja
5241;32.3237, 77.1935;India;Landslide;0;0;Rain;Himachal Pradesh;;2011-07-08T09:00:00+02:00;8341;Man?li
5242;37.4285, -82.5745;United States;Mudslide;0;0;Snowfall_snowmelt;Kentucky;WYMT TV 57  Mountain news;2014-03-03T09:00:00+01:00;6903;Pikeville
5243;40.2205, -81.5529;United States;Landslide;0;0;Unknown;Ohio;New Philadelphia Times Reporter;2014-01-02T09:00:00+01:00;3822;Newcomerstown
5244;24.995, 121.57;Taiwan;Complex;0;0;Tropical_Cyclone;Taipei;;2008-09-28T09:00:00+02:00;7871900;Taipei
5245;28.524, 84.0095;Nepal;Complex;72;0;Downpour;Western Region;The Landslide Blog;2012-05-05T09:00:00+02:00;200000;Pokhara
5246;34.2266, -118.0306;United States;Mudslide;0;0;Rain;California;;2010-10-04T09:00:00+02:00;10917;Sierra Madre
5247;14.7836, -91.1836;Guatemala;Landslide;6;0;Rain;Solol??;El Aragueno;2014-10-20T09:00:00+02:00;9986;Zunil
5248;36.9412, 136.8222;Japan;Landslide;1;0;Downpour;Ishikawa;Asahi Shimbun;2014-08-16T09:00:00+02:00;24529;Hakui
5249;10.676, 106.6939;Vietnam;Landslide;0;0;Downpour;Long An;;2012-08-31T09:00:00+02:00;152200;C???n Du??c
5250;44.9917, -123.8458;United States;Landslide;0;0;unknown;Oregon;The News Guard;2014-02-04T09:00:00+01:00;1894;Rose Lodge
5251;13.2875, -87.0325;Honduras;Landslide;8;3;Mining_digging;Choluteca;Sciency Thoughts;2014-07-02T09:00:00+02:00;75872;Ciudad Choluteca
5252;6.9894, 122.1187;Philippines;Landslide;0;0;Rain;;www.sunstar.com.ph;2013-11-22T09:00:00+01:00;5915;Culianan
5253;45.9873, -122.8728;United States;Landslide;0;0;Downpour;Washington;;2011-02-28T09:00:00+01:00;2344;Kalama
5254;34.0775, -117.2599;United States;Mudslide;0;0;Downpour;California;;2010-12-22T09:00:00+01:00;23261;Loma Linda
5255;46.7891, -92.1485;United States;Mudslide;0;0;Downpour;Minnesota;;2012-06-20T09:00:00+02:00;86265;Duluth
5256;29.3879, -82.4854;United States;Landslide;0;0;Rain;Florida;;2011-07-21T09:00:00+02:00;2768;Williston
5257;35.6975, 51.3831;Iran;Landslide;0;0;Downpour;Tehr?n;en.trend.az;2013-10-03T09:00:00+02:00;7153309;Tehr?n
5258;36.1512, 73.7448;Pakistan;Landslide;9;0;Downpour;Gilgit-Baltistan;;2012-03-20T08:00:00+01:00;0;G?kuch
5259;26.3335, 94.5512;India;Landslide;0;0;Downpour;N?g?land;;2010-06-15T09:00:00+02:00;34021;Mokokch??ng
5260;10.2669, 123.8317;Philippines;Landslide;0;0;Construction;Central Visayas;newsinfo.inquirer.net;2013-08-14T09:00:00+02:00;133148;Talisay
5261;34.2239, -118.2002;United States;Complex;0;0;Downpour;California;;2010-01-20T09:00:00+01:00;20246;La Ca??ada Flintridge
5262;48.1428, -122.7748;United States;Landslide;0;0;No_Apparent_trigger;Washington;Port Townsend Leader;2013-10-13T09:00:00+02:00;9113;Port Townsend
5263;13.1004, 123.8421;Philippines;Landslide;2;0;Downpour;Bicol;;2010-12-29T09:00:00+01:00;3579;Buyo
5264;37.9002, -122.4749;United States;Mudslide;0;0;Downpour;California;;2011-03-24T08:00:00+01:00;5393;Strawberry
5265;40.4243, -79.9373;United States;Mudslide;0;0;Downpour;Pennsylvania;;2011-07-18T09:00:00+02:00;3165;Homestead
5266;10.6949, -61.5611;Trinidad and Tobago;Landslide;0;0;Downpour;Diego Martin;;2010-11-27T09:00:00+01:00;8140;Petit Valley
5267;18.1041, -76.414;Jamaica;Landslide;0;0;Rain;Portland;;2012-11-27T09:00:00+01:00;1119;Moore Town
5268;36.1657, -121.675;United States;Mudslide;0;0;Downpour;California;;2009-02-17T09:00:00+01:00;4407;Carmel Valley Village
5269;-0.1193, -77.7668;Ecuador;Landslide;0;0;Downpour;Pichincha;ens-newswire.com;2013-05-31T09:00:00+02:00;26582;Cayambe
5270;35.4781, 74.5049;Pakistan;Landslide;0;0;Monsoon;Gilgit-Baltistan;tribune.com.pk;2013-08-03T09:00:00+02:00;0;??dg?h
5271;28.9446, 82.2494;Nepal;Landslide;2;6;Rain;Mid Western;eKantipur;2014-08-13T09:00:00+02:00;9073;Jumla
5272;26.9796, 86.7001;Nepal;Landslide;0;0;Downpour;Eastern Region;;2010-09-15T09:00:00+02:00;31495;Lah?n
5273;31.5158, 78.2619;India;Landslide;0;0;Rain;Himachal Pradesh;;2010-10-14T09:00:00+02:00;1495;Sar?han
5274;25.1555, 93.8474;India;Landslide;0;0;Continuous_rain;Manipur;;2011-05-31T09:00:00+02:00;223523;Imphal
5275;-18.0327, 178.1266;Fiji;Landslide;0;0;Downpour;Central;;2010-10-07T09:00:00+02:00;77366;Suva
5276;23.89, 100.0845;China;Complex;2;0;Downpour;Yunnan;;2008-11-01T08:00:00+01:00;0;Mengmeng
5277;28.0889, 83.2934;Nepal;Landslide;0;0;Downpour;Western Region;;2011-07-03T09:00:00+02:00;23693;T?nsen
5278;34.7476, 139.3785;Japan;Mudslide;39;0;Tropical_Cyclone;Shizuoka Prefecture;www.globalpost.com;2013-10-16T09:00:00+02:00;71578;It?
5279;29.1491, 81.6165;Nepal;Landslide;1;0;Downpour;Far Western;Republica;2014-07-21T09:00:00+02:00;0;Achh?m
5280;45.087, -122.0578;United States;Mudslide;0;0;Rain;Oregon;;2012-03-16T08:00:00+01:00;4864;Mount Hood Village
5281;-9.938, 33.4318;Malawi;Landslide;0;0;Rain;Northern Region;;2011-04-11T09:00:00+02:00;8824;Chitipa
5282;35.1544, 74.0453;Pakistan;Landslide;0;0;Continuous_rain;Gilgit-Baltistan;tribune.com.pk;2013-08-04T09:00:00+02:00;0;Chilas
5283;27.9939, 84.094;Nepal;Landslide;0;0;Downpour;Western Region;;2011-07-02T09:00:00+02:00;21867;W?ling
5284;36.1736, 74.3001;Pakistan;Landslide;0;0;Rain;Gilgit-Baltistan;;2010-09-07T09:00:00+02:00;10414;Gilgit
5285;12.3491, -84.8196;Nicaragua;Landslide;0;0;Continuous_rain;Chontales;Correspondence with Wilfried Strauch;2014-06-23T09:00:00+02:00;5827;Santo Domingo
5286;12.3484, -84.8195;Nicaragua;Landslide;0;0;Continuous_rain;Chontales;Correspondence with Wilfried Strauch;2014-06-23T09:00:00+02:00;5827;Santo Domingo
5287;30.3629, 79.2143;India;Landslide;7;0;Rain;Uttarakhand;articles.timesofindia.indiatimes.com;2013-07-10T09:00:00+02:00;2000;P??palkoti
5288;7.3521, 126.1544;Philippines;Landslide;0;0;Tropical_Cyclone;Davao;;2011-05-23T09:00:00+02:00;18668;San Mariano
5289;-0.0717999999999, -78.3774;Ecuador;Rock_Fall;0;0;Earthquake;Pichincha;Daily Mail;2014-08-12T09:00:00+02:00;1399814;Quito
5290;29.5194, 80.469;Nepal;Landslide;0;0;Rain;Far Western;;2011-07-21T09:00:00+02:00;47571;Pithor?garh
5291;28.3537, 82.6184;Nepal;Landslide;3;0;Downpour;Mid Western;Himalayan Times;2014-08-12T09:00:00+02:00;5427;Besisahar
5292;-37.5803, 145.2737;Australia;Landslide;0;0;Downpour;Victoria;;2010-01-01T09:00:00+01:00;20214;Greensborough
5293;22.75, 104.48;Vietnam;Landslide;1;0;Downpour;H?? Giang;;2008-07-26T09:00:00+02:00;0;Th?? Tr???n Vinh Quang
5294;34.1601, 75.496;India;Landslide;0;0;Rain;Kashmir;;2011-07-03T09:00:00+02:00;7750;Pahalg?m
5295;25.0951, 92.3567;India;Landslide;0;0;Downpour;Assam;;2012-06-13T09:00:00+02:00;55290;Kar??mganj
5296;15.2662, 120.2051;Philippines;Landslide;3;0;Tropical_Cyclone;Central Luzon;;2009-09-09T09:00:00+02:00;5034;San Juan
5297;27.5742, 85.1509;Nepal;Landslide;0;0;Unknown;Central Region;eKantipur;2014-08-14T09:00:00+02:00;44632;Kirtipur
5298;-6.681, 106.9754;Indonesia;Landslide;1;0;Downpour;West Java;Jakarta Post;2014-12-26T09:00:00+01:00;91845;Caringin
5299;36.127, -118.8093;United States;Mudslide;0;0;Downpour;California;;2010-02-27T09:00:00+01:00;6767;East Porterville
5300;34.6768, -83.9076;United States;Mudslide;0;0;Downpour;Georgia;;2009-09-20T09:00:00+02:00;3410;Cleveland
5301;47.538, -122.273;United States;Complex;0;0;Rain;Washington;;2009-01-08T09:00:00+01:00;22699;Mercer Island
5302;52.9677, -4.0989;United Kingdom;Landslide;0;0;Downpour;Wales;Cambrian News online;2014-03-08T09:00:00+01:00;2031;Penrhyndeudraeth
5303;50.705, -2.7269;United Kingdom;Mudslide;0;0;Continuous_Rain;England;BBC News Dorset;2014-01-16T09:00:00+01:00;13266;Bridport
5304;-33.7099, 150.3746;Australia;Complex;0;0;Downpour;New South Wales;;2010-02-04T09:00:00+01:00;4384;Leura
5305;3.0651, 101.7342;Malaysia;Landslide;0;0;Rain;Selangor;Star;2014-12-31T09:00:00+01:00;69302;Kampong Baharu Balakong
5306;39.1581, -84.5645;United States;Mudslide;0;0;Rain;Ohio;;2012-03-15T08:00:00+01:00;8375;Cheviot
5307;-6.9959, 107.5044;Indonesia;Landslide;0;0;Rain;West Java;;2012-04-05T09:00:00+02:00;150932;Soreang
5308;10.7137, -61.5705;Trinidad and Tobago;Mudslide;0;0;Downpour;Diego Martin;;2010-08-02T09:00:00+02:00;8140;Petit Valley
5309;45.7123, -121.5461;United States;Landslide;0;0;unknown;Oregon;KGW.com News Channel 8 Portland;2014-02-12T09:00:00+01:00;7167;Hood River
